Song Name,Singer Name,Song Audio,Type,Improved_Type,Mood_Tag,Final_Type
O Jaana Na Jaana,Kumar Sanu | Lata Mangeshkar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/43e59de8-6486-4a64-b340-ed6df4c098af.mp3,Other,Romantic,Romantic,Romantic
Dholida, Janhvi Shrimankar | Shail Hada,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/001dd946-502f-400a-b2b5-867a1a122caf.mp3,Other,Other,Neutral,Other
Jhume Re Gori, Dipti Rege | Aditi Pradhudesai,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/f5d087b9-5e5a-4be9-8ada-00454573b7dc.mp3,Other,Other,Neutral,Other
Nagada Sang Dhol,Shreya Ghoshal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/3b7d1952-fe6d-4432-8098-c00e6e3efab9.mp3,Other,Other,Neutral,Other
Ghoomar,Shreya Ghoshal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b4b7570e-add3-47dc-8dcb-7cab99096449.mp3,Other,Other,Neutral,Other
Chaka Chak,Shreya Ghoshal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/963278c6-8ffb-4fe7-b6b8-afc9ab31ae9a.mp3,Other,Other,Neutral,Other
Tum Tum,"Sri Vardhini , Aditi, Satya Yamini, Roshini & Tejaswini ",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/366b1751-4af3-4f47-98af-23fbc26f4621.mp3,Sad,Sad,Sad,Sad
Radha Kaise Na Jale,Asha Bhosle | Udit Narayan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4a6b1235-d78e-4334-bb2b-8967df3d5f4c.mp3,Other,Other,Neutral,Other
 Deewani Mastani,Shreya Ghoshal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/0496408e-1067-433f-baba-c38e4fb7863a.mp3,Other,Happy,Upbeat,Happy
Khalibali ,Shivam Pathak,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/f0537fe7-f1a1-4566-8417-92bd92fb012f.mp3,Other,Other,Neutral,Other
Pinga,Shreya Ghoshal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/38a98405-8f24-4cff-9645-df1abde5d65a.mp3,Other,Other,Neutral,Other
Soja Zara,Madhushree,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/3b9b8f7d-29a8-482d-b749-2fff5e2f1e9b.mp3,Other,Other,Neutral,Other
Shubhaarambh,Shruti Pathak | Divya Kumar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/31e1aca9-fa5d-4c09-8120-6fc47cd1c379.mp3,Other,Other,Neutral,Other
Lahu Munh Lag Gaya,Siddharth | Garima,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5f1ce253-b0b6-4455-9db1-b50abd423d74.mp3,Other,Other,Neutral,Other
Kamariya,Darshan Raval,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a659f1cd-7650-4aac-ac16-5fd8731b6baa.mp3,Other,Other,Neutral,Other
Zingaat,Ajay-Atul,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d2be00fe-bc0e-4858-941a-d5ec81c859ac.mp3,Other,Other,Neutral,Other
Mor Bani Thanghat Kare,Osman Mir | Aditi Paul,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/06861c99-6f7b-41c6-bd7e-05711c3ae89f.mp3,Other,Other,Neutral,Other
Dholi Taaro,Kavita Krishnamurthy | Vinod Rathod | Karsan Sagthiya,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/32a90083-4323-4bf3-81ff-a715da426004.mp3,Other,Sad,Sad,Sad
Saami Saami,Sunidhi Chauhan ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/313375ac-d56a-4e33-8f8b-61798f94a6d2.mp3,Other,Other,Neutral,Other
Barso Re,Shreya Ghoshal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/494f84ba-c5dc-44cf-8f92-3767ca547441.mp3,Other,Other,Neutral,Other
Nainowale Ne,Neeti Mohan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/41afd88c-4ee9-4957-b0e1-8e77649b9161.mp3,Other,Other,Neutral,Other
London Thumakda,Labh Janjua | Sonu Kakkad | Neha Kakkar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/db46baea-1b6c-4aa1-9cd5-9d204e665eb9.mp3,Other,Other,Neutral,Other
Badri Ki Dulhania,Neha | Monali | Ikka,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c2673dba-68f8-40ed-8100-b90d16f2d4f2.mp3,Other,Other,Neutral,Other
Sakal Ban,Raja Hasan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/cad62b0a-033b-4fba-b0a2-a378612d6ea1.mp3,Other,Other,Neutral,Other
 Dhindhora Baje Re,Darshan | Bhoomi | Pritam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1973e6aa-5639-4f24-b8aa-1bc55b051f2f.mp3,Other,Other,Neutral,Other
Gori Tame Manda Lidha Mohi Raj,Umesh Barot,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5fd338c0-eff6-484f-bad2-e6a157559734.mp3,Other,Other,Neutral,Other
Udi Udi Jaye,Sukhwinder Singh | Bhoomi Trivedi | Karsan Sagathia,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/43fcc04a-af2e-44f9-b834-31f9ad351c00.mp3,Other,Other,Neutral,Other
Sauda Khara Khara,Diljit,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5ef18e69-4bfd-4076-8cbb-8f1ae5e7ddf8.mp3,Other,Other,Neutral,Other
Ghagra,Pritam ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/3c9f8fcc-0f31-4ad7-a579-1efd54e68273.mp3,Other,Other,Neutral,Other
Radha,Udit Narayan|Shreya Ghosal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/57f1c931-b744-418f-9f1c-35576c1cda3e.mp3,Other,Other,Neutral,Other
Dholida,Udit Narayan | Neha Kakkar | Palak Muchchal | Raja Hassan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d02e86e0-d9f2-4382-99ca-b3e600a84de6.mp3,Other,Other,Neutral,Other
One Two Three Four,Vishal Dadlani | Hamsika Iyer,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/166bbdbf-f969-4dd2-bc3f-3aa4dc03475d.mp3,Other,Other,Neutral,Other
Chikni Chameli,Shreya | Ajay-Atul,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/db478d3b-c74c-4a51-9937-a54c64d47f0b.mp3,Other,Other,Neutral,Other
Cham Cham,Monali Thakur,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ae3618bb-799c-4a29-978c-dd6518602d4b.mp3,Other,Other,Neutral,Other
Sheila Ki Jawani, Vishal Dadlani | Sunidhi Chauhan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/2c04ef70-2db0-4d1b-9eff-77298dabfa37.mp3,Other,Other,Neutral,Other
Aaj Ki Raat,Madhubanti | Divya | Amitabh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7082c897-bfb7-48c0-9446-a4191e1111ac.mp3,Other,Other,Neutral,Other
Chammak Challo, Akon,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/20ca46fa-1c70-4e47-ba15-248e8721c55f.mp3,Other,Other,Neutral,Other
Gallan Goodiyaan,YASHITA SHARMA | MANISH KUMAR TIPU | FARHAN AKHTAR | SHANKAR MAHADEVAN |SUKHWINDER SINGH,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4a9db5fb-3063-4903-a9cb-e41f6efea12b.mp3,Other,Other,Neutral,Other
Apsara Aali,Sonalee Kulkarni | Ajay Atul,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/cf42e3a7-26a9-44a4-bc5b-23f2bd4429f1.mp3,Other,Other,Neutral,Other
Jhalla Wallah,Shreya Ghoshal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/802f0b1b-7a00-450c-84b8-e022decf00e0.mp3,Other,Other,Neutral,Other
Jhalla Wallah,DSP | Shreya,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ec7c84eb-e058-4e3d-b4fc-cb85137db8ae.mp3,Other,Other,Neutral,Other
The Breakup Song,"Arijit,Badshah,Jonita,Nakash|Pritam",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/424f37a3-3263-4b9e-910a-5a777528b650.mp3,Other,Other,Neutral,Other
Tauba Tauba,Karan Aujla,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c48926db-5ebb-4597-ad4b-2d8ec5da97c5.mp3,Other,Other,Neutral,Other
Main Nikla Gaddi Leke,Mithoon |Udit N | Aditya N,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8c0cba5a-8dac-4c91-98f1-8692cce8afac.mp3,Other,Other,Neutral,Other
Jamal Kudu,Bhushan Kumar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/2d993ce8-6d6e-42d3-ae24-733dd9c6d8ad.mp3,Other,Other,Neutral,Other
Achacho,Hiphop Tamizha,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/45670c70-8c41-4e3f-ba89-89c9f3bb61b5.mp3,Other,Other,Neutral,Other
Chogada,Darshan Raval,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a94b82c3-7641-46f6-8c95-4b70a957be18.mp3,Other,Other,Neutral,Other
Meri Jaan,Neeti Mohan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/f62cd577-8510-4a4b-bb0a-d1e1244084e7.mp3,Other,Romantic,Romantic,Romantic
Kajra Re,Alisha Chinai | Shankar Mahadevan | Javed Ali,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/928c90f7-15cd-47dd-b81f-ae18f0a46309.mp3,Other,Other,Neutral,Other
Paon Ki Jutti,Jyoti Nooran,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c9dcd396-0192-44a9-ad9e-73f8e7d0eec2.mp3,Other,Other,Neutral,Other
First Class,Arijit Singh | Pritam| Amitabh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/3a5fb111-682f-4c16-b450-e0beaf499c65.mp3,Other,Other,Neutral,Other
Galti Se Mistake,Arijit Singh | Pritam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a97109c3-8c6f-4ddc-8979-c7af67a89127.mp3,Other,Other,Neutral,Other
Tere Vaaste,Sachin-Jigar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b49d8df8-76e1-424f-a7c8-ead62b297aef.mp3,Sad,Sad,Sad,Sad
Sadda Dil Vi Tu (Ga Ga Ga Ganpati),Hard Kaur,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/28652b1d-8fba-44b4-8b7f-b8886c9fafaa.mp3,Sad,Sad,Melancholic,Sad
Teri Baaton Mein Aisa Uljha Jiya,Raghav |Tanishk Bagchi | Asees Kaur.,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7f9211d2-c410-4402-96d0-ad7b5be8d07f.mp3,Other,Other,Neutral,Other
Afghan Jalebi,ASRAR,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/6018a6fd-e071-456c-a674-3690a1b6a625.mp3,Other,Other,Neutral,Other
Powerful Hanuman Chalisa,Saicharan ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/fb216137-b572-476c-b645-6323e7914665.mp3,Other,Other,Neutral,Other
Malhar,Vishal Dadlani,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d7e7502b-434e-4d9d-a034-d52e56e56bad.mp3,Other,Other,Neutral,Other
Taal Se Taal Mila,Sukhwinder Singh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/78fc75dc-f98d-49dc-b7f8-7ed85e4a1746.mp3,Other,Other,Neutral,Other
Laal Peeli Akhiyaan,Romy and Tanishk Bagchi,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/de96ddaa-e0e1-4cf9-9000-557da0a81f83.mp3,Other,Other,Neutral,Other
Kesariyo Rang,Asees K | Dev N,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/befde296-8469-44aa-b5fd-535a27116c3a.mp3,Other,Happy,Upbeat,Happy
Mohe Rang Do Laal,Shreya Ghoshal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4f9e0668-1fa8-4c8e-bacd-0891634e396e.mp3,Other,Happy,Upbeat,Happy
Ghar More Pardesiya,Shreya Ghoshal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/be320d66-f7c5-484a-b132-caaaff0ae621.mp3,Other,Other,Neutral,Other
Bum Bum Bole,Shaan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/343db20f-a037-4634-8d22-48006b9493ed.mp3,Other,Other,Neutral,Other
Chaleya,Arijit S,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/614ba74e-a8d2-42d8-a6bd-ca8419211afa.mp3,Other,Other,Neutral,Other
Pranavalaya,Anurag Kulkarni ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/e1cb02dc-82c0-4d82-9fa7-596b389b3d0d.mp3,Other,Other,Neutral,Other
Kala Chashma,"Amar Arshi, Badshah & Neha Kakkar ",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/91427b56-b782-4b76-980d-44f47536bb06.mp3,Other,Other,Neutral,Other
Udhal Ho,Adarsh Shinde ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/eb6bb89d-cd57-4898-aeb6-40b005a7d502.mp3,Other,Other,Neutral,Other
Radhe Radhe, Meet Bros ft. Amit Gupta,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8933e12a-733a-4c30-aef3-fd8873b27b04.mp3,Other,Other,Neutral,Other
Current Laga Re,Nakash Aziz | Dhvani Bhanushali,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d57cb2b2-a4e7-4202-aae7-c96fb9e68b77.mp3,Other,Other,Neutral,Other
Mere Dholna,Shreya Ghoshal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/cbe670f4-ff0d-4fca-9797-62fb93799fd9.mp3,Other,Other,Neutral,Other
GulabiSadi ,Sanju Rathod,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/037533fd-d18e-40f7-829b-1f564944e33c.mp3,Sad,Sad,Melancholic,Sad
Choli Ke Peeche,"Diljit Dosanjh, IP Singh, Alka Yagnik & Ila Arun",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/eb85129c-36ce-4935-b7b2-77e97ebd0eb6.mp3,Other,Other,Neutral,Other
Go Go Govinda,Shreya Ghoshal | Aman Trikha ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/46b80fdc-0ce0-4e9e-872e-118efa37a963.mp3,Other,Other,Neutral,Other
Go Go Govinda,Kavita K,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/38b0b091-5bca-482a-8236-f25e1c074cee.mp3,Other,Other,Neutral,Other
 Aithey Aa," Akasa, Neeti, Kamaal",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5523a494-a545-4d6d-93ec-ac2f5a157a94.mp3,Other,Other,Neutral,Other
Raataan Lambiyan,Jubin Nautiyal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8e50b794-0885-46d4-9a77-c9834899e0db.mp3,Other,Other,Neutral,Other
Dekhha Tenu, Mohd. Faiz,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/dd25edc2-1bbf-4090-bc25-f9dacaf311ea.mp3,Other,Other,Neutral,Other
Makhna,Tanishk Bagchi |  Asees Kaur,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/dde89071-b85d-43f0-b79b-e6a18f582753.mp3,Other,Other,Neutral,Other
Nadaaniyan,Akshath,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5f17afb4-bf7b-43a3-902a-2726aa010920.mp3,Other,Other,Neutral,Other
Nachde Ne Saare,Jasleen Royal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c417eb5b-567d-419e-91b3-a35729749198.mp3,Other,Other,Neutral,Other
Bhool Bhulaiyaa 2 (Title Track),Neeraj,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a87ea81f-6316-4477-99f9-10c0e217aace.mp3,Other,Other,Neutral,Other
Sweety Tera Drama,Dev Negi |  Pawni Pandey | Shraddha Pandit,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/bb8c7431-c075-4efc-b27e-4b463279d6de.mp3,Other,Other,Neutral,Other
Tilasmi Bahein,Sharmistha Chatterjee,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/3be8c8d5-2f6e-4e6b-ab0a-b73d1774ca0a.mp3,Other,Other,Neutral,Other
Gori Radha Ne Kalo Kaan,Kirtidan Gadhvi,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b38a1c68-6dc9-4b87-971e-c50b34f434c6.mp3,Other,Other,Neutral,Other
O SAKI SAKI,"Neha K,Tulsi K, B Praak,Vishal-Shekhar",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a4b5566c-1c98-4c5b-a098-62289b51fbba.mp3,Other,Other,Neutral,Other
Kashmir Main Tu Kanyakumari,Sunidhi Chauhan | Arijit Singh | Neeti Mohan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1ad28ab7-f7c8-459a-9830-e630d0e63cd3.mp3,Other,Other,Neutral,Other
Sweetheart,Dev Negi,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b1641ff8-4b31-46f1-8ede-152015bd0d00.mp3,Other,Other,Neutral,Other
Saree Ke Fall Sa,Pritam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b0646d4b-7be1-4b14-afb0-ebf0a59e9074.mp3,Other,Other,Neutral,Other
Kar Gayi Chull,Badshah,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/58e080f0-9a5e-4709-9ade-73585fb1103d.mp3,Other,Other,Neutral,Other
Woh Kisna Hai,Sukhwinder Singh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8fe7c431-6b35-4f89-bbd6-93c26e90d39e.mp3,Other,Other,Neutral,Other
Gulaabo,Vishal Dadlani ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/3a39b39a-ba22-49cb-9770-ca43a145908a.mp3,Other,Other,Neutral,Other
Badtameez Dil,Benny Dayal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/79285448-6606-418b-b85e-a639ba3f1e1d.mp3,Sad,Sad,Romantic,Sad
Balam Pichkari,Vishal Dadlani,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8e0ecb32-ee92-47a8-840f-869f4e1b2ae0.mp3,Other,Other,Neutral,Other
Titli,CHINMAYI SRIPAADA | GOPI SUNDER,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/f8ae479c-5b24-4cd9-8795-efc7207d2bf5.mp3,Other,Other,Neutral,Other
Senorita Zindagi Na Milegi Dobara,"Farhan Akhtar, Hrithik Roshan, Abhay Deol",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/13cbe312-a8fd-40be-8120-d4c41bd78b0d.mp3,Other,Happy,Upbeat,Happy
Sun Saathiya,Priya S,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1a83ca5a-a431-4caf-a32a-2c7606d24e6c.mp3,Other,Romantic,Romantic,Romantic
Aaja Nachle,Sunidhi Chauhan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/15b23494-174f-434b-9620-a2814cbd2d85.mp3,Other,Other,Neutral,Other
Kudmayi ,Shahid,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/700a477a-d312-44d9-8158-9aac0a573861.mp3,Other,Other,Neutral,Other
Zoobi Doobi,Shreya Ghoshal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4b41d440-0383-453f-bbe0-9e86ded48c0f.mp3,Other,Other,Neutral,Other
Yeh Ishq Hai,Shreya Ghoshal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d58f9daf-ea27-41f4-be8d-e345274962a7.mp3,Romantic,Romantic,Romantic,Romantic
Nadiyon Paar,"Shamur, Rashmeet Kaur, IP Singh, Sachin- Jigar",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/00669857-e7e4-4239-8b71-160a0e25120f.mp3,Other,Other,Neutral,Other
Jhoome Jo Pathaan,Arijit Singh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/6026fb26-0ddd-4663-99fe-15609f336e0b.mp3,Other,Other,Neutral,Other
Udi Teri Aankhon Se,Sunidhi Chauhan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/07c88804-065e-4adb-b08f-f4663e31868e.mp3,Other,Other,Neutral,Other
Chittiyaan Kalaiyaan,Kanika Kapoor,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b5bf34c3-0440-4341-a535-0df48b8d98a9.mp3,Other,Other,Neutral,Other
Bumbro,Sunidhi Chauhan ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/19fec583-868f-48f7-a92d-9a7b4bb9ef87.mp3,Other,Sad,Sad,Sad
Nakhrewali, Ritesh | Anushri | Ankita | Rohit | Sonali Sonawane | Prashant Nakti,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8a4e1599-9956-4b2f-9861-ad5f6ac6cb27.mp3,Other,Other,Neutral,Other
Fevicol Se,Wajid | Mamta Sharma,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/24837121-ffcf-4537-9993-85fab0127d61.mp3,Other,Other,Neutral,Other
Desi Girl,Shankar | Sunidhi | Vishal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/cd6ab560-4760-4537-a8f4-44ca402fc588.mp3,Other,Other,Neutral,Other
Maay Bhavani,"Sukhwinder S, Shreya G",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1a278366-2161-41a6-8ed0-fa9b47114f9b.mp3,Other,Other,Neutral,Other
Masakali,A.R. Rahman,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ad94a0db-8397-4942-a25d-f2f5ccbabbfd.mp3,Other,Other,Neutral,Other
Saranga Dariya, Sinduri Vishal | Sushmita Narasimhan ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ed4b07ce-a4a0-4278-ac93-739500b3a811.mp3,Other,Happy,Upbeat,Happy
Chal Chaiya Chaiya,Sapna Awasthi,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/2465fb33-f0b0-427f-9eca-41dabbd19326.mp3,Other,Other,Neutral,Other
Pyaar Hota Kayi Baar Hai, Arijit,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a5da2ba6-db5c-406d-9512-8e2747213484.mp3,Other,Other,Neutral,Other
Kesariya, Arijit,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/397215d4-f9f0-46cc-b123-bd57b865441f.mp3,Other,Other,Neutral,Other
Genda Phool,Rekha Bharadwaj | Shraddha Pandit | Sujata Majumdar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b17ff07a-0bb0-4706-9d8a-96de0fed24ed.mp3,Other,Other,Neutral,Other
Jab Saiyaan,Shreya Ghoshal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/fe06c002-2c82-473f-9ad9-363f190327d3.mp3,Other,Other,Neutral,Other
Dilliwaali Girlfriend,Pritam Chakraborty,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/f5abdd75-dc34-4fce-b683-b389814e060b.mp3,Sad,Sad,Romantic,Sad
Gun Gun Guna,Sunidhi Chauhan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5a22a107-7f98-4fea-850f-23752d5678f0.mp3,Other,Other,Neutral,Other
Tattad Tattad,Aditya Narayan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ec817312-ef90-42bf-8c2e-33e134966bc1.mp3,Other,Other,Neutral,Other
Patakha Guddi,Sultana and Jyoti Nooran,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4ce588a6-262e-4a06-babd-a09b1b995542.mp3,Other,Other,Neutral,Other
Maahi Ve,Sadhana Sargam | Sujata Bhattacharya,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/732c641a-ca6d-47d7-ba18-25842b12bbdd.mp3,Other,Other,Neutral,Other
Laung Da Lashkara,Mahalakshmi Iyer | Hard Kaur,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9e0d11c6-c1d9-491b-9ce5-4f29a575102d.mp3,Other,Other,Neutral,Other
Tumhi Ho Bandhu,Pritam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/412869b5-0760-4ea9-8932-7664d5493385.mp3,Sad,Sad,Sad,Sad
Chandra,Shreya Ghoshal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7121b93c-45cc-4fc1-84ba-28394c3cd59d.mp3,Other,Other,Neutral,Other
Saiyaan Hatto Jaao,Barnali Chattopadhyay,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8a55b7af-fec4-4bfd-8754-a090fb4251fc.mp3,Other,Other,Neutral,Other
DILBAR, Neha Kakkar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1d965efb-c26f-4da9-97af-8fa9508b3d19.mp3,Sad,Sad,Romantic,Sad
 Sajni,Arijit Singh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/38b2fb31-71b7-48b0-b977-1824e3f40a09.mp3,Other,Other,Neutral,Other
Papa Mere Papa,Shreya Ghoshal | Baby Aparna ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9a29b401-7414-4178-912b-e0fe699c94eb.mp3,Other,Other,Neutral,Other
 AILO UMA BARITE,MONAMI GHOSH,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/273824ca-9eb8-4235-b400-36aca298af5d.mp3,Other,Other,Neutral,Other
Sajanaji Vari Vari ,Sunidhi Chauhan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4ab20082-e4d0-4fb0-b579-a253a93751fd.mp3,Other,Other,Neutral,Other
KOMOLA,Ankita Bhattacharyya,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/0c018598-d0d2-4933-8d15-8a125f434582.mp3,Other,Other,Neutral,Other
Abhi Toh Party Shuru Hui Hai,Badshah | Aastha,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/336cdf39-1d98-40c1-ac82-622ae214f306.mp3,Party,Party,Upbeat,Party
